"Year,""Header"",""Source"",""URL"""
"2022,""ВВП НА ДУШУ НАСЕЛЕНИЯ ПО ППС России и других"",""munich2011com.livejournal.com›122799.html"",""http://munich2011com.livejournal.com/122799.html"""
"2022,""Габон обошел Россию по ВВП на душу населения"",""by24.org›2016/03/21/gabon_defeated_russia_in_the…"",""http://by24.org/2016/03/21/gabon_defeated_russia_in_the_economy/"""
"2022,""Россия в следующем году угодит в ловушку"",""interfax.ru›Экономика›277077"",""http://www.interfax.ru/business/277077"""
"2022,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2022,""Экономики государств"",""carnegieendowment.org›files/7.pdf"",""http://carnegieendowment.org/files/7.pdf"""
"2022,""Россия пропустила Казахстан вперед по ВВП на душу"",""m.lenta.ru›articles/2015/08/11/gdp"",""https://m.lenta.ru/articles/2015/08/11/gdp"""
"2022,""Прогноз долгосрочного социально-экономического"",""economy.gov.ru›Деятельность›России"",""http://economy.gov.ru/minec/activity/sections/macro/prognoz/doc20130325_06"""
"2022,""Об утверждении схемы и программы развития Единой"",""docs.pravo.ru›Кодексы›view/83643971/96111222"",""http://docs.pravo.ru/document/view/83643971/96111222/"""
"2022,""Таблица 22 - Прогноз основных макроэкономических"",""SudAct.ru›law…rossii-ot-01032016…razvitiia…rossii…"",""http://SudAct.ru/law/prikaz-minenergo-rossii-ot-01032016-n-147/skhema-i-programma-razvitiia-edinoi/2/ees-rossii/tablitsa-2.2-prognoz-osnovnykh/"""
"2022,""Прогноз долгосрочного социально-экономического"",""base.garant.ru›70309010/"",""http://base.garant.ru/70309010/"""
"2022,""Тамбовской области на период 2015 - 2022 гг"",""r00.tmbreg.ru›assets…SovNarDep…resh…2014-12-23.pdf"",""http://r00.tmbreg.ru/assets/files/SovNarDep/programma/resh_N182_2014-12-23.pdf"""
"2022,""ПОСТАНОВЛЕНИЕ"",""v-salda.ru›upload/iblock/f5c/3509.pdf"",""http://v-salda.ru/upload/iblock/f5c/3509.pdf"""
"2022,""Российской федерации на период до 2030 года"",""government.ru›media/files/41d457592e04b76338b7.pdf"",""http://government.ru/media/files/41d457592e04b76338b7.pdf"""
"2022,""О прогнозе социально-экономического"",""docs.cntd.ru›document/444824217"",""http://docs.cntd.ru/document/444824217"""
"2022,""Прогноз социально - экономического развития"",""asozd2.duma.gov.ru›Распития›Заседания Комитета›?OpenAgent&work/dz.nsf…"",""http://asozd2.duma.gov.ru/main.nsf/(ViewDoc)?OpenAgent&work/dz.nsf/ByID&6E4CC4CF25C632074325805A0064C0D7"""
"2022,""ПАСПОРТ ПРОГРАММЫ"",""uprava-bodaibo.ru›upload…8f2/35…соц…развития.doc"",""http://uprava-bodaibo.ru/upload/medialibrary/8f2/35-%D0%BF%D0%B0%20%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D1%81%D0%BE%D1%86.%D1%8D%D0%BA.%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D1%8F.doc"""
"2023,""Молдова занимает 107 место по индексу человеческого"",""gazeta.gospmr.org›?p=10481"",""http://gazeta.gospmr.org/?p=10481"""
"2023,""Стратегия-2023 Как Турция станет богатой страной"",""maindoor.ru›Статьи›Стратегия-2023"",""http://maindoor.ru/articles/strategiya-2023.-kak-turciya-stanet-bogatoj-stranoj/"""
"2023,""Развитие человеческого потенциала красноярского края "",""CyberLeninka.ru›article/n/razvitie…potentsiala…"",""http://CyberLeninka.ru/article/n/razvitie-chelovecheskogo-potentsiala-krasnoyarskogo-kraya.pdf"""
"2023,""Когда наконец появится долгосрочная бюджетная"",""viperson.ru›Публикации›…-strany-do-2023-goda"",""http://viperson.ru/articles/kogda-nakonets-poyavitsya-dolgosrochnaya-byudzhetnaya-strategiya-strany-do-2023-goda"""
"2023,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2023,""Индекс развития человеческого потенциала"",""mybiblioteka.su›3-88533.html"",""http://mybiblioteka.su/3-88533.html"""
"2023,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2023,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2023,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2023,""Индекс развития человеческого потенциала в РФ"",""newsland.com›…indeks…chelovecheskogo-potentsiala…"",""https://newsland.com/user/4297675234/content/indeks-razvitiia-chelovecheskogo-potentsiala-v-rf/4064651"""
"2023,""В течение последних 5 лет ВВП на душу населения"",""warandpeace.ru›Все статьи›Война и мир›91004"",""http://www.warandpeace.ru/ru/news/view/91004/"""
"2023,""По ВВП на душу населения Россия недосягаема (""""Milliyet"",""rusfact.ru›node/22903"",""http://www.rusfact.ru/node/22903"""
"2023,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2023,""Экономика Индонезии превзойдет экономики России"",""ereport.ru›news/1505192109.htm"",""http://www.ereport.ru/news/1505192109.htm"""
"2023,""По уровню ВВП на душу населения"",""spb.kp.ru›daily/26499.7/3367348/"",""http://www.spb.kp.ru/daily/26499.7/3367348/"""
"2023,""""""По ВВП на душу населения Россия недосягаема"""""",""liport.ru›…15965…vvp-na-dushu-naseleniya-rossiya…"",""http://liport.ru/ekonomika/15965-po-vvp-na-dushu-naseleniya-rossiya-nedosyagaema.html"""
"2023,""Сверхдержавы в сравнении: США и Россия"",""dal-prom.ru›news/203/05-06-14-13/"",""http://dal-prom.ru/news/203/05-06-14-13/"""
"2023,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2023,""ВВП на душу населения Рейтинг стран по ВВП Доход"",""kakdobratsyado.ru›rejting…vvp-na-dushu-naseleniya…"",""http://kakdobratsyado.ru/rejting-stran-vvp-na-dushu-naseleniya-pps/"""
"2023,""Габон обошел Россию по ВВП на душу населения"",""by24.org›2016/03/21/gabon_defeated_russia_in_the…"",""http://by24.org/2016/03/21/gabon_defeated_russia_in_the_economy/"""
"2023,""Бюджетная стратегия на период до 2023 года (Проект)"",""eg-online.ru›Справочники›84002"",""https://www.eg-online.ru/information/84002/"""
"2023,""Департамент образования Ярославской области"",""resurs-yar.ru›files/prog_rt/prognoz_2017_2023.pdf"",""http://resurs-yar.ru/files/prog_rt/prognoz_2017_2023.pdf"""
"2023,""Основные показатели прогноза"",""businesspravo.ru›Docum/DocumShow_DocumID_…"",""http://businesspravo.ru/Docum/DocumShow_DocumID_135524.html"""
"2023,""Бюджетная стратегия России на период до 2023 г"",""studme.org›1597012211232/finansy…rossii…2023"",""http://studme.org/1597012211232/finansy/byudzhetnaya_strategiya_rossii_period_2023"""
"2023,""Прогноз долгосрочного социально-экономического"",""base.garant.ru›70309010/"",""http://base.garant.ru/70309010/"""
"2023,""Прогноз социально-экономического развития"",""economy.gov.ru›Деятельность›2016241101"",""http://economy.gov.ru/minec/activity/sections/macro/2016241101"""
"2023,""ПРАВИТЕЛЬСТВО РОССИЙСКОЙ"",""government.ru›media/files/….pdf"",""http://government.ru/media/files/DemgqCPc1LRxGCBIYZhyKCLA9K4IeKLr.pdf"""
"2023,""usolye59ru/files/4713/8572/0899/_doc"",""usolye59.ru›files/4713/8572/0899/_.doc"",""http://usolye59.ru/files/4713/8572/0899/_.doc"""
"2023,""Действительно ли Бюджетная стратегия России"",""scienceforum.ru›Список научных направлений›pdf/1796.pdf"",""http://www.scienceforum.ru/2014/pdf/1796.pdf"""
"2023,""Регионы России Социально-экономические показатели"",""gks.ru›Каталог публикаций›Регионы России"",""http://www.gks.ru/wps/wcm/connect/rosstat_main/rosstat/ru/statistics/publications/catalog/doc_1138623506156"""
"2024,""Монах Авель предрек, что в 2024 году на престол России"",""dmitri-obi.livejournal.com›Монах Авель предрек"",""http://dmitri-obi.livejournal.com/4789948.html"""
"2024,""Пророк Авель о будущем России: это случится в 2024 году"",""u-f.ru›Пророк Авель о будущем России"",""http://u-f.ru/News/u386/2016/02/26/733752"""
"2024,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2024,""Развитие человеческого потенциала красноярского края "",""CyberLeninka.ru›article/n/razvitie…potentsiala…"",""http://CyberLeninka.ru/article/n/razvitie-chelovecheskogo-potentsiala-krasnoyarskogo-kraya.pdf"""
"2024,""Кто будет следующим президентом России после Путина в"",""russopatrioto.livejournal.com›5450.html"",""http://russopatrioto.livejournal.com/5450.html"""
"2024,""На Дальнем Востоке создадут около 80 тыс рабочих мест"",""tass.ru›Экономика и бизнес›1900603"",""http://tass.ru/ekonomika/1900603"""
"2024,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2024,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2024,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2024,""По «качеству жизни» Тула занимает среди российских"",""tula.kp.ru›daily/24584.5/754415/"",""http://www.tula.kp.ru/daily/24584.5/754415/"""
"2024,""Ответы@MailRu: Кто может дать прогноз развития России на 12 лет опираясь на факты?"",""otvet.mail.ru›question/70710183"",""https://otvet.mail.ru/question/70710183"""
"2024,""Список стран по ВВП (номинал) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (номинал) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%BD%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2024,""Габон обошел Россию по ВВП на душу населения"",""by24.org›2016/03/21/gabon_defeated_russia_in_the…"",""http://by24.org/2016/03/21/gabon_defeated_russia_in_the_economy/"""
"2024,""Россия в следующем году угодит в ловушку"",""interfax.ru›Экономика›277077"",""http://www.interfax.ru/business/277077"""
"2024,""Россия пропустила Казахстан вперед по ВВП на душу"",""m.lenta.ru›articles/2015/08/11/gdp"",""https://m.lenta.ru/articles/2015/08/11/gdp"""
"2024,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2024,""Россия по ВВП (ППС) на душу населения – на 46 месте"",""anews.com›p/11170990/"",""http://www.anews.com/p/11170990/"""
"2024,""ВВП НА ДУШУ НАСЕЛЕНИЯ ПО ППС России и других"",""matveychev-oleg.livejournal.com›4537690.html"",""http://matveychev-oleg.livejournal.com/4537690.html"""
"2024,""ВВП стран мира на душу населения: рейтинг и таблица"",""visasam.ru›Эмиграция›Выбор страны›ВВП"",""http://visasam.ru/emigration/vybor/vvp-stran-mira.html"""
"2024,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2024,""Минэкономразвития рассчитало долгосрочный прогноз"",""gazeta.ru›Бизнес›2016/10/19/10259831.shtml"",""https://www.gazeta.ru/business/2016/10/19/10259831.shtml"""
"2024,""ПРАВИТЕЛЬСТВО РОССИЙСКОЙ"",""government.ru›media/files/….pdf"",""http://government.ru/media/files/DemgqCPc1LRxGCBIYZhyKCLA9K4IeKLr.pdf"""
"2024,""Прогноз долгосрочного социально-экономического"",""base.garant.ru›70309010/"",""http://base.garant.ru/70309010/"""
"2024,""Как Путин поднимет экономику России в 2018-2024 годах?"",""newinform.com›…finansovyy…vzorvet…rossii-v…2024…"",""https://newinform.com/13817-finansovyy-geniy-putina-chto-vzorvet-ekonomiku-rossii-v-2018-2024-godah"""
"2024,""Министерство экономического развития Российской"",""economy.gov.ru›Деятельность"",""http://economy.gov.ru/minec/activity/sections/macro/prognoz"""
"2024,""Основные показатели социально-экономического"",""help-stud.ru›ref_pokazateli_rossii.php"",""http://help-stud.ru/ref_pokazateli_rossii.php"""
"2024,""ПРАВИТЕЛЬСТВО РОССИЙСКОЙ"",""assoc.khv.gov.ru›files/docs/2015/…"",""http://assoc.khv.gov.ru/files/docs/2015/063a569f558409cde615.pdf"""
"2024,""Социально-экономическое"",""gks.ru›free_doc/doc_2016/social/osn-06-2016.pdf"",""http://www.gks.ru/free_doc/doc_2016/social/osn-06-2016.pdf"""
"2024,""Социально-экономические итоги развития России"",""rusrand.ru›…ekonomicheskie…razvitiya-rossii-v…g…"",""http://rusrand.ru/analytics/socialno-ekonomicheskie-itogi-razvitiya-rossii-v-2015-g-analiticheskaya-spravka"""
"2024,""Основные показатели социально- экономического"",""studopedia.ru›7…pokazateli…razvitiya-rossii.html"",""http://studopedia.ru/7_178545_osnovnie-pokazateli-sotsialno--ekonomicheskogo-razvitiya-rossii.html"""
"2025,""Развитие человеческого потенциала в России"",""protown.ru›information/hide/7452.html"",""http://www.protown.ru/information/hide/7452.html"""
"2025,""Будущее России к 2025 году"",""rusrand.ru›Экспертная аналитика›Будущее России к 2025 году"",""http://rusrand.ru/analytics/buduschee-rossii-k-2025-godu"""
"2025,""Оценка человеческого потенциала алтайского края"",""izron.ru›articles…nau…chelovecheskogo-potentsiala…"",""http://izron.ru/articles/perspektivy-razvitiya-ekonomiki-i-menedzhmenta-sbornik-nauchnykh-trudov-po-itogam-mezhdunarodnoy-nau/sektsiya-21-ekonomicheskie-aspekty-regionalnogo-razvitiya/otsenka-chelovecheskogo-potentsiala-altayskogo-kraya/"""
"2025,""Аннотация  Статья «Статистический анализ развития"",""sireu.ru›files/nmer/2_09.pdf"",""http://sireu.ru/files/nmer/2_09.pdf"""
"2025,""Рис 7 Имитационный прогноз значений ИРЧП в России"",""ecsocman.hse.ru›data/2011/12/07…Davydov.pdf"",""http://ecsocman.hse.ru/data/2011/12/07/1270377801/Davydov.pdf"""
"2025,""Развитие человеческого потенциала в России"",""economyofregion.uralces.ru›Data/Issues/ER2013/Sep…"",""http://economyofregion.uralces.ru/Data/Issues/ER2013/September_2013/ERSeptember2013_101_112.pdf"""
"2025,""Газеты пишут о докладе о развитии человеческого"",""demoscope.ru›weekly/2009/0377/gazeta09.php"",""http://www.demoscope.ru/weekly/2009/0377/gazeta09.php"""
"2025,""ОБРАЩЕНИЕ К ЧИТАТЕЛЯМ: Доклад о развитии"",""texts.news›demografiya_1114/obraschenie-…"",""http://texts.news/demografiya_1114/obraschenie-chitatelyam-47254.html"""
"2025,""Развитие человеческого потенциала как стратегическая"",""interactive-plus.ru›article/112265/discussion_…"",""https://interactive-plus.ru/article/112265/discussion_platform"""
"2025,""Глава 5"",""econom.nsc.ru›conf08/info/Doklad/GvozdevaG.doc"",""http://econom.nsc.ru/conf08/info/Doklad/GvozdevaG.doc"""
"2025,""Где в 2025 году жить хорошо: 12 самых успешных городов"",""MirPrognozov.ru›prognosis…gde-v-2025-godu…gorodov…"",""http://www.MirPrognozov.ru/prognosis/society/gde-v-2025-godu-jit-horosho-12-samyih-uspeshnyih-gorodov-buduschego--delfi/"""
"2025,""РОССИЯ-2050 - Мир прогнозов"",""MirPrognozov.ru›prognosis/economics/rossiya-2050/"",""http://www.MirPrognozov.ru/prognosis/economics/rossiya-2050/"""
"2025,""Мир в 2025 году"",""alternathistory.com›mir-v-2025-godu"",""http://alternathistory.com/mir-v-2025-godu"""
"2025,""Исследование McKinsey: Урбанизированный мир в 2025"",""gtmarket.ru›Новости›Государственные стратегии›2011/03/28/2774"",""http://gtmarket.ru/news/state/2011/03/28/2774"""
"2025,""Народный Экономический Совет - Народное Движение"",""кировец-нск.рф›народный-экономический-совет/"",""http://xn----ctbjkjeuerp6c.xn--p1ai/%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D1%81%D0%BE%D0%B2%D0%B5%D1%82/"""
"2025,""К 2025 году Ярославская область должна войти"",""uglich-online.ru›…2025…v…vvp…dushu-naseleniya.html"",""http://uglich-online.ru/lenta/item/381-k-2025-godu-yaroslavskaya-oblast-dolzhna-vojti-v-dvadtsatku-luchshikh-regionov-rossii-po-urovnyu-vvp-na-dushu-naseleniya.html"""
"2025,""Список стран по ВВП (ППС) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (ППС) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%9F%D0%9F%D0%A1)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2025,""Виктор Ивантер: Кризис кончился, но государство в долгу"",""rg.ru›2017/02/13…gosudarstvo…dolgu…naseleniem.html"",""https://rg.ru/2017/02/13/viktor-ivanter-krizis-konchilsia-no-gosudarstvo-v-dolgu-pered-naseleniem.html"""
"2025,""Где в 2025 году жить хорошо: 12 самых успешных городов"",""ru.delfi.lt›За рубежом›В мире›gde-v-2025-godu-zhit…"",""http://ru.delfi.lt/abroad/global/gde-v-2025-godu-zhit-horosho-12-samyh-uspeshnyh-gorodov-buduschego.d?id=60525909"""
"2025,""Екатеринбург и Тюмень в 2025 году глазами иностранных"",""ura.ru›Интервью›1036256310"",""http://ura.ru/articles/1036256310"""
"2025,""Стратегия социально-экономического развития до 2025"",""textarchive.ru›c-1162079.html"",""http://textarchive.ru/c-1162079.html"""
"2025,""Народный Экономический Совет - Народное Движение"",""кировец-нск.рф›народный-экономический-совет/"",""http://xn----ctbjkjeuerp6c.xn--p1ai/%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D1%81%D0%BE%D0%B2%D0%B5%D1%82/"""
"2025,""Показатели социально-экономического развития"",""yarinvestportal.ru›content/files/Proekt…2025.pdf"",""http://www.yarinvestportal.ru/content/files/Proekt_Koncepcii_SER_YAO_2025.pdf"""
"2025,""ПРАВИТЕЛЬСТВО РОССИЙСКОЙ"",""government.ru›media/files/….pdf"",""http://government.ru/media/files/JCaHgEI5IzUMCxPZDPmoLmLBU3FsTKB6.pdf"""
"2025,""Информация о реализации"",""minkavkaz.gov.ru›Информация о реализации"",""http://www.minkavkaz.gov.ru/upload/iblock/a34/ser-i-kv-2016-goda.pdf"""
"2025,""Путину предстоит выбрать программу"",""gazeta.ru›Бизнес›2016/12/23/10445951.shtml"",""https://www.gazeta.ru/business/2016/12/23/10445951.shtml"""
"2025,""Концепция долгосрочного социально-экономического"",""knowledge.allbest.ru›economy/c-….html"",""http://knowledge.allbest.ru/economy/c-3c0b65635a2bd69a5d53a89421316d36.html"""
"2025,""На период до 2025 года"",""csr-nw.ru›files/csr/file_category_1346.pdf"",""http://csr-nw.ru/files/csr/file_category_1346.pdf"""
"2025,""Будущее России к 2025 году"",""rusrand.ru›Экспертная аналитика›Будущее России к 2025 году"",""http://rusrand.ru/analytics/buduschee-rossii-k-2025-godu"""
"2025,""Бобров ДВ 2025 Гибель России? Футурологическое"",""MirPrognozov.ru›prognosis…bobrov-dv-2025…rossii…"",""http://www.MirPrognozov.ru/prognosis/politics/bobrov-dv-2025-gibel-rossii-futurologicheskoe-issledovanie/"""
"2026,""Развитие человеческого потенциала красноярского края "",""CyberLeninka.ru›article/n/razvitie…potentsiala…"",""http://CyberLeninka.ru/article/n/razvitie-chelovecheskogo-potentsiala-krasnoyarskogo-kraya.pdf"""
"2026,""ИРЧП субъектов Российской Федерации — Википедия"",""ru.wikipedia.org›wiki/ИРЧП_субъектов_Российской…"",""https://ru.wikipedia.org/wiki/%D0%98%D0%A0%D0%A7%D0%9F_%D1%81%D1%83%D0%B1%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%A4%D0%B5%D0%B4%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D0%B8"""
"2026,""Список стран по индексу человеческого развития"",""ru.wikipedia.org›Список стран по индексу человеческого развития"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%B8%D0%BD%D0%B4%D0%B5%D0%BA%D1%81%D1%83_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D1%8F"""
"2026,""Программа развития ООН: Индекс человеческого"",""gtmarket.ru›Новости›Программа развития оон"",""http://gtmarket.ru/news/2015/12/16/7285"""
"2026,""Индекс развития человеческого потенциала (ИРЧП)"",""genby.livejournal.com›24 comments"",""http://genby.livejournal.com/510338.html"""
"2026,""Экономическое обоснование создания Центра развития"",""procolleg.ru›экономическое-обоснование-создания/"",""http://procolleg.ru/%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5-%D0%BE%D0%B1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5-%D1%81%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F/"""
"2026,""Расчет и анализ ИРЧП для Российской Федерации"",""KazEdu.kz›referat/119633/5"",""https://www.KazEdu.kz/referat/119633/5"""
"2026,""Индекс развития человеческого потенциала в РФ"",""newsland.com›…indeks…chelovecheskogo-potentsiala…"",""https://newsland.com/user/4297675234/content/indeks-razvitiia-chelovecheskogo-potentsiala-v-rf/4064651"""
"2026,""Развитие человеческого потенциала в России"",""protown.ru›information/hide/7452.html"",""http://www.protown.ru/information/hide/7452.html"""
"2026,""Индекс развития человеческого потенциала"",""dic.academic.ru›dic.nsf/ruwiki/144266"",""http://dic.academic.ru/dic.nsf/ruwiki/144266"""
"2026,""Мы-2026 Амбициозная цель – ВВП в 20 тысяч долларов"",""livejournal.com›media/658989.html"",""http://www.livejournal.com/media/658989.html"""
"2026,""Россия в 2026 году — ВВП в 20 тысяч долларов на душу"",""ok.ru›livejournalru/topic/65873505378394"",""https://ok.ru/livejournalru/topic/65873505378394"""
"2026,""Список стран по ВВП (ППС) на душу населения"",""ru.wikipedia.org›Список стран по ВВП (ППС) на душу населения"",""https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D0%92%D0%92%D0%9F_(%D0%9F%D0%9F%D0%A1)_%D0%BD%D0%B0_%D0%B4%D1%83%D1%88%D1%83_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F"""
"2026,""РОССИЯ-2050 - Мир прогнозов"",""MirPrognozov.ru›prognosis/economics/rossiya-2050/"",""http://www.MirPrognozov.ru/prognosis/economics/rossiya-2050/"""
"2026,""Рейтинг стран по ВВП на душу населения (ППС)"",""nonews.co›directory/lists/countries/gdp-ppp"",""http://nonews.co/directory/lists/countries/gdp-ppp"""
"2026,""ВВП России на душу населения в текущих ценах"",""total-rating.ru›…vvp…na-dushu-naseleniya-v…cenah…"",""http://total-rating.ru/202-vvp-rossii-na-dushu-naseleniya-v-tekuschih-cenah-v-nacionalnoy-valyute.html"""
"2026,""ВВП стран мира на душу населения: рейтинг и таблица"",""visasam.ru›Эмиграция›Выбор страны›ВВП"",""http://visasam.ru/emigration/vybor/vvp-stran-mira.html"""
"2026,""Габон обошел Россию по ВВП на душу населения"",""ilstri.whotrades.com›blog/43088571497"",""https://ilstri.whotrades.com/blog/43088571497"""
"2026,""Россия пропустила Казахстан вперед по ВВП на душу"",""m.lenta.ru›articles/2015/08/11/gdp"",""https://m.lenta.ru/articles/2015/08/11/gdp"""
"2026,""ВВП по ППС на душу населения - Россия"",""data.trendeconomy.ru›Россия"",""http://data.trendeconomy.ru/imf/weo/Gross_domestic_product_based_on_purchasing_power_parity_PPPPC/Russia"""
"2026,""О Стратегии социально-экономического развития"",""docs.pravo.ru›Кодексы›view/21588982/30408580"",""http://docs.pravo.ru/document/view/21588982/30408580"""
"2026,""СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ"",""perm.ru›?id=1000009&docid=1000183"",""http://www.perm.ru/?id=1000009&docid=1000183"""
"2026,""Экономисты: В стратегии Пермского края до 2026 года"",""rg.ru›2011/12/22/reg-pfo/perm-strategiya.html"",""https://rg.ru/2011/12/22/reg-pfo/perm-strategiya.html"""
"2026,""Прогноз долгосрочного социально-экономического"",""garant.ru›ИПО›Документы ленты прайм›70209010"",""http://www.garant.ru/products/ipo/prime/doc/70209010/"""
"2026,""СТРАТЕГИЯ"",""rk.gov.ru›file/strategiya_sotsialjno…razvitiya…do…"",""http://rk.gov.ru/file/strategiya_sotsialjno_ekonomicheskogo_razvitiya_respubliki_krim_do_2030.pdf"""
